timestamp,src_ip,dst_ip,src_port,dst_port,protocol,bytes_sent,bytes_received,user_agent,url,label
2025-10-01 02:00:48,64.156.249.25,27.34.70.36,48207,8080,TCP,228321,252127,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),https://internal.bank.local/admin?id=567,malicious
2025-10-07 07:23:46,171.155.196.118,48.167.47.1,64033,53,UDP,41300,254905,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0.0.0 Safari/537.36,https://app.company.in/status,benign
2025-10-08 22:53:51,147.179.161.100,100.45.0.202,33654,53,TCP,91780,447752,Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 Safari/605.1.15,https://portal.example.org/dashboard,benign
2025-10-13 04:00:23,236.30.177.130,250.12.116.198,42999,1433,UDP,553121,1298843,curl/8.4.0,https://internal.bank.local/admin?id=567,malicious
2025-10-06 20:54:41,33.251.123.183,239.142.128.141,62224,5900,TCP,78031,480967,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0.0.0 Safari/537.36,https://app.company.in/status,benign
2025-10-14 21:01:27,20.109.136.106,40.111.95.156,58165,53,UDP,75345,94341,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 Chrome/119.0.0.0 Safari/537.36,https://portal.example.org/dashboard,benign
2025-10-30 01:25:08,162.38.27.129,253.179.181.28,33080,23,TCP,308188,965099,masscan/1.3.0,https://portal.example.org/.env?id=303,malicious
2025-10-15 15:08:38,75.10.33.198,249.71.217.16,6985,5900,TCP,87599,160721,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0.0.0 Safari/537.36,https://portal.example.org/dashboard,benign
2025-10-01 21:29:21,188.78.113.193,138.8.160.153,58560,8080,TCP,77185,174862,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0.0.0 Safari/537.36,https://webmail.corp/inbox,benign
2025-10-10 22:16:55,53.254.15.196,246.15.202.49,43750,3389,TCP,309590,978118,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),https://app.company.in/wp-login.php?id=492,malicious
2025-10-13 06:41:02,186.120.129.66,204.1.23.252,62090,443,TCP,83141,403667,Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 Safari/605.1.15,https://app.company.in/status,benign
2025-10-01 18:45:47,215.208.231.47,195.141.109.214,1582,80,UDP,29819,356281,Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 Safari/605.1.15,https://portal.example.org/dashboard,benign
2025-10-18 12:11:35,146.191.240.56,93.24.171.134,12520,3389,TCP,1212753,2002251,curl/8.4.0,https://api.service.io/backup.sql?id=369,malicious
2025-10-04 03:49:44,42.77.46.33,36.163.235.165,2831,80,TCP,106988,140454,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 Chrome/119.0.0.0 Safari/537.36,https://intranet.local/home,benign
2025-10-29 15:39:43,245.62.43.238,184.62.216.147,63893,53,TCP,25173,434449,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0.0.0 Safari/537.36,https://portal.example.org/dashboard,benign
2025-10-17 18:58:08,230.22.189.10,131.100.85.128,40051,3389,TCP,23963,233769,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),https://portal.example.org/.env?id=303,malicious
2025-10-09 12:49:51,180.242.149.75,79.122.96.37,25123,80,ICMP,102581,163048,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 Chrome/119.0.0.0 Safari/537.36,https://portal.example.org/api/v1/status,benign
2025-10-12 03:53:22,205.252.119.48,153.139.179.31,50720,53,ICMP,24403,157904,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 Chrome/119.0.0.0 Safari/537.36,https://app.company.in/status,benign
2025-10-09 17:45:46,33.250.109.119,135.107.37.114,64108,8443,TCP,536115,1265700,python-urllib/3.9,https://portal.example.org/.env?id=303,malicious
2025-10-13 15:21:51,84.66.96.129,111.255.99.205,16467,53,TCP,99069,204865,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0.0.0 Safari/537.36,https://app.company.in/assets/logo.png,benign
2025-10-07 11:23:33,112.41.50.139,26.61.238.145,41883,80,ICMP,105420,327682,Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 Safari/605.1.15,https://webmail.corp/inbox,benign
2025-10-25 00:39:47,186.10.130.121,116.101.222.210,49160,23,TCP,1093035,1547689,masscan/1.3.0,https://app.company.in/wp-login.php?id=492,malicious
2025-10-10 12:12:26,34.103.158.231,39.89.194.139,55793,53,TCP,17237,265528,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 Chrome/119.0.0.0 Safari/537.36,https://app.company.in/assets/logo.png,benign
2025-10-07 21:32:35,218.113.104.24,12.59.154.77,20430,8080,TCP,102950,56404,Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 Safari/605.1.15,https://webmail.corp/inbox,benign
2025-10-23 04:28:10,132.121.167.47,169.255.225.24,29827,3389,TCP,408039,1934761,masscan/1.3.0,https://app.company.in/wp-login.php?id=492,malicious
2025-10-09 04:25:30,170.198.112.161,196.241.114.140,52012,443,TCP,70201,304354,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 Chrome/119.0.0.0 Safari/537.36,https://webmail.corp/inbox,benign
2025-10-29 14:30:58,240.210.221.229,182.48.193.139,30308,80,TCP,45273,93589,Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 Safari/605.1.15,https://intranet.local/home,benign
2025-10-29 13:03:48,233.201.95.95,127.122.15.38,12572,8443,TCP,444860,1466857,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),https://webmail.corp/shell?id=369,malicious
2025-10-13 08:04:56,104.79.59.138,161.52.101.210,29716,25,UDP,72023,353917,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 Chrome/119.0.0.0 Safari/537.36,https://intranet.local/home,benign
2025-10-13 02:33:58,253.254.148.252,23.132.24.216,8140,8080,TCP,19810,166534,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 Chrome/119.0.0.0 Safari/537.36,https://portal.example.org/api/v1/status,benign
2025-10-23 08:28:06,214.20.188.29,75.11.34.62,58391,3306,ICMP,1349829,612215,python-urllib/3.9,https://webmail.corp/shell?id=369,malicious
2025-10-19 13:42:36,35.119.40.45,76.93.40.58,16973,25,TCP,19914,341515,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 Chrome/119.0.0.0 Safari/537.36,https://intranet.local/home,benign
2025-10-08 01:18:15,85.1.41.118,45.205.90.136,47291,443,TCP,90965,454391,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0.0.0 Safari/537.36,https://portal.example.org/api/v1/status,benign
2025-10-25 06:56:24,13.150.6.212,230.213.171.108,24745,3306,TCP,1369512,1211085,sqlmap/1.5,https://api.service.io/backup.sql?id=369,malicious
2025-10-26 18:19:26,215.36.2.100,70.98.169.169,23204,25,ICMP,51976,326737,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0.0.0 Safari/537.36,https://intranet.local/home,benign
2025-10-12 23:49:44,168.99.182.149,38.220.0.248,14427,8080,TCP,82614,367249,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0.0.0 Safari/537.36,https://app.company.in/status,benign
2025-10-16 02:26:36,210.83.54.226,83.60.48.250,43921,445,ICMP,286877,1784635,sqlmap/1.5,https://webmail.corp/phpmyadmin?id=123,malicious
2025-10-23 13:14:59,210.238.95.252,246.21.182.84,42613,5900,TCP,112878,173091,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0.0.0 Safari/537.36,https://portal.example.org/dashboard,benign
2025-10-03 05:01:25,165.108.147.229,195.97.55.34,8067,5900,TCP,14392,180783,Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 Safari/605.1.15,https://intranet.local/home,benign
2025-10-02 21:06:09,65.44.155.247,226.98.113.82,37879,1433,TCP,1216908,1196022,curl/8.4.0,https://app.company.in/wp-login.php?id=492,malicious
2025-10-17 10:24:25,58.118.3.78,210.208.218.38,28894,5900,TCP,80081,491212,Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 Safari/605.1.15,https://app.company.in/assets/logo.png,benign
2025-10-22 23:57:22,38.128.47.110,105.31.225.190,59480,25,TCP,75993,18695,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0.0.0 Safari/537.36,https://intranet.local/home,benign
2025-10-13 09:26:54,215.68.204.14,86.140.142.77,53621,22,TCP,907030,698857,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),https://portal.example.org/.env?id=303,malicious
2025-10-13 04:49:41,149.43.255.149,112.138.112.62,50623,53,UDP,20366,323882,Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 Safari/605.1.15,https://app.company.in/status,benign
2025-10-27 14:33:39,93.82.214.138,67.68.24.71,41132,5900,TCP,74929,254210,Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 Safari/605.1.15,https://webmail.corp/inbox,benign
2025-10-16 16:20:14,15.187.156.197,152.59.23.74,45602,22,TCP,56862,1633697,python-urllib/3.9,https://portal.example.org/.env?id=303,malicious
2025-10-15 02:39:54,44.44.157.216,209.123.207.149,38291,5900,TCP,72511,432522,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 Chrome/119.0.0.0 Safari/537.36,https://webmail.corp/inbox,benign
2025-10-22 13:16:07,220.195.112.100,93.19.43.94,21210,53,TCP,95984,284748,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0.0.0 Safari/537.36,https://webmail.corp/inbox,benign
2025-10-12 22:46:32,28.243.98.104,90.237.140.37,28373,23,UDP,353957,519459,python-urllib/3.9,https://app.company.in/wp-login.php?id=492,malicious
2025-10-07 17:16:22,107.248.241.101,21.52.187.31,47898,25,TCP,56850,103873,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 Chrome/119.0.0.0 Safari/537.36,https://portal.example.org/dashboard,benign
2025-10-25 14:21:03,52.161.229.235,105.139.50.87,54922,5900,TCP,108005,202787,Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 Safari/605.1.15,https://app.company.in/assets/logo.png,benign
2025-10-03 12:57:19,117.23.253.105,48.218.158.155,48246,23,TCP,1223092,1539670,python-urllib/3.9,https://api.service.io/backup.sql?id=369,malicious
2025-10-10 01:29:57,239.210.157.62,169.172.13.227,28247,80,TCP,15677,329234,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0.0.0 Safari/537.36,https://app.company.in/status,benign
2025-10-08 09:49:43,31.122.138.6,70.81.97.173,46912,443,TCP,30208,354492,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0.0.0 Safari/537.36,https://portal.example.org/api/v1/status,benign
2025-10-12 16:27:45,157.154.67.96,236.179.103.220,6013,1433,TCP,658617,1241701,masscan/1.3.0,https://webmail.corp/phpmyadmin?id=123,malicious
2025-10-14 07:37:33,49.35.220.212,58.10.152.165,49348,25,TCP,25085,34736,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0.0.0 Safari/537.36,https://app.company.in/status,benign
2025-10-09 20:32:24,115.48.105.91,194.93.84.238,49711,80,UDP,18619,387037,Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 Safari/605.1.15,https://portal.example.org/api/v1/status,benign
2025-10-20 21:38:52,114.100.33.102,96.169.198.133,51440,8080,TCP,150959,1125419,curl/8.4.0,https://webmail.corp/phpmyadmin?id=123,malicious
2025-10-09 04:23:57,179.17.144.129,141.69.32.247,35553,5900,TCP,21093,136432,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0.0.0 Safari/537.36,https://app.company.in/status,benign
2025-10-04 23:13:42,56.233.62.112,149.246.121.144,33691,8080,UDP,66559,29088,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0.0.0 Safari/537.36,https://webmail.corp/inbox,benign
2025-10-23 17:15:29,49.202.13.117,182.40.159.19,19054,445,TCP,653426,650722,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),https://webmail.corp/phpmyadmin?id=123,malicious
2025-10-21 22:35:23,213.255.10.175,167.182.19.146,58482,80,TCP,111098,72529,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 Chrome/119.0.0.0 Safari/537.36,https://portal.example.org/api/v1/status,benign
2025-10-28 09:15:48,193.239.212.231,254.40.9.249,20544,8080,TCP,80999,327629,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0.0.0 Safari/537.36,https://app.company.in/status,benign
2025-10-12 20:48:23,100.166.22.179,46.139.190.163,49206,22,TCP,546024,112058,curl/8.4.0,https://api.service.io/backup.sql?id=369,malicious
2025-10-01 01:12:56,99.189.87.119,50.20.96.163,55653,5900,UDP,90265,377695,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0.0.0 Safari/537.36,https://app.company.in/assets/logo.png,benign
2025-10-28 15:30:57,125.87.163.68,230.172.33.244,53686,5900,TCP,79918,492428,Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 Safari/605.1.15,https://portal.example.org/dashboard,benign
2025-10-05 15:25:37,123.218.254.162,29.9.82.35,15611,8443,ICMP,1301486,475109,python-urllib/3.9,https://webmail.corp/phpmyadmin?id=123,malicious
2025-10-22 15:59:21,101.243.156.33,177.72.136.95,31598,5900,TCP,41208,303469,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 Chrome/119.0.0.0 Safari/537.36,https://intranet.local/home,benign
2025-10-24 19:29:15,253.28.156.26,18.71.48.72,40235,53,TCP,75921,489014,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 Chrome/119.0.0.0 Safari/537.36,https://webmail.corp/inbox,benign
2025-10-27 20:42:48,82.11.5.95,20.101.89.188,1538,8443,UDP,30373,279853,python-urllib/3.9,https://internal.bank.local/admin?id=567,malicious
2025-10-18 10:17:02,134.31.107.191,240.161.29.191,60131,80,UDP,11835,18914,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0.0.0 Safari/537.36,https://app.company.in/assets/logo.png,benign
2025-10-25 19:21:42,71.200.23.183,13.137.67.71,19227,5900,UDP,46005,415753,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0.0.0 Safari/537.36,https://app.company.in/status,benign
2025-10-27 11:54:02,146.119.29.85,175.88.139.174,63478,8443,TCP,703369,1576310,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),https://portal.example.org/.env?id=303,malicious
2025-10-25 10:57:54,102.64.204.2,148.145.218.21,21392,443,UDP,75628,395537,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 Chrome/119.0.0.0 Safari/537.36,https://app.company.in/status,benign
2025-10-26 12:24:46,58.223.129.124,252.134.98.149,60092,25,TCP,13404,64436,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0.0.0 Safari/537.36,https://intranet.local/home,benign
2025-10-15 18:11:33,27.51.227.185,62.163.66.223,34127,3306,TCP,512847,1406405,sqlmap/1.5,https://webmail.corp/shell?id=369,malicious
2025-10-21 01:02:13,203.121.158.180,95.122.213.165,15698,443,TCP,29706,474993,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0.0.0 Safari/537.36,https://portal.example.org/api/v1/status,benign
2025-10-26 07:10:50,96.95.198.125,101.98.101.14,41735,8080,TCP,16020,109355,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0.0.0 Safari/537.36,https://app.company.in/status,benign
2025-10-24 08:11:10,82.61.158.74,228.152.116.244,10700,23,UDP,415737,1202683,sqlmap/1.5,https://app.company.in/wp-login.php?id=492,malicious
2025-10-07 19:32:46,74.87.25.190,18.202.213.50,54828,53,UDP,59347,9468,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 Chrome/119.0.0.0 Safari/537.36,https://app.company.in/status,benign
2025-10-13 03:10:16,207.107.202.109,188.198.159.240,49342,80,TCP,573,426087,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 Chrome/119.0.0.0 Safari/537.36,https://portal.example.org/api/v1/status,benign
2025-10-15 20:52:29,241.58.250.8,166.88.209.163,16335,23,TCP,935547,216373,masscan/1.3.0,https://internal.bank.local/admin?id=567,malicious
2025-10-14 04:39:01,136.248.140.103,92.48.194.115,20252,25,TCP,9820,310823,Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 Safari/605.1.15,https://portal.example.org/api/v1/status,benign
2025-10-23 14:02:30,35.39.6.87,152.20.192.94,29686,443,TCP,91540,476797,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 Chrome/119.0.0.0 Safari/537.36,https://webmail.corp/inbox,benign
2025-10-19 15:23:48,48.26.19.194,78.14.48.97,11276,22,TCP,835691,1443719,python-urllib/3.9,https://internal.bank.local/admin?id=567,malicious
2025-10-27 02:41:53,35.47.221.198,226.178.127.26,8705,80,ICMP,100218,211726,Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 Safari/605.1.15,https://intranet.local/home,benign
2025-10-16 10:40:58,231.159.137.250,38.58.196.233,22331,25,TCP,67585,28501,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0.0.0 Safari/537.36,https://app.company.in/status,benign
2025-10-14 07:59:28,30.3.15.213,72.2.96.39,25941,445,TCP,156684,1166159,curl/8.4.0,https://internal.bank.local/admin?id=567,malicious
2025-10-15 07:17:38,204.5.20.87,174.117.195.125,20009,8080,TCP,59088,390155,Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 Safari/605.1.15,https://intranet.local/home,benign
2025-10-16 23:56:03,107.241.197.131,74.76.157.238,13262,80,UDP,119288,207388,Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 Safari/605.1.15,https://portal.example.org/dashboard,benign
2025-10-23 10:10:13,51.60.124.234,248.251.159.202,29589,1433,UDP,550430,1069118,python-urllib/3.9,https://app.company.in/wp-login.php?id=492,malicious
